
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2024-10-25 21:31:54 /assets/vendor/php-email-form/validate.js ............................................ ~ 2.95ms
  2024-10-25 21:31:54 /assets/js/main.js ................................................................... ~ 4.83ms
  2024-10-25 21:31:54 /assets/vendor/tinymce/tinymce.min.js ............................................... ~ 96.04ms
  2024-10-25 21:31:54 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.39ms
  2024-10-25 21:31:54 /assets/img/logo.png ................................................................. ~ 0.33ms
  2024-10-25 21:31:54 /buy-admission/2 ......................................................................... ~ 1s
  2024-10-25 21:31:54 /buy-admission/2 ........................................................................ ~ 52s
  2024-10-25 21:32:46 ....................................................................................... ~ 1m 6s
  2024-10-25 21:33:53 /buy-admission/2 ................................................................... ~ 502.51ms
  2024-10-25 21:33:53 ....................................................................................... ~ 1m 2s
  2024-10-25 21:35:20 /buy-admission/2 ......................................................................... ~ 1s
  2024-10-25 21:35:20 /buy-admission/2 ........................................................................ ~ 38s
  2024-10-25 21:35:58 ....................................................................................... ~ 2m 8s
  2024-10-25 21:42:03 /buy-admission/2 ......................................................................... ~ 1s
  2024-10-25 21:42:03 /buy-admission/2 ........................................................................ ~ 56s
  2024-10-25 21:42:58 /buy-admission/2 ........................................................................ ~ 54s
  2024-10-25 21:43:51 /buy-admission/list ..................................................................... ~ 10s
  2024-10-25 21:44:00 /assets/vendor/bootstrap/css/bootstrap.min.css ........................................... ~ 2s
  2024-10-25 21:44:02 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 3.44ms
  2024-10-25 21:44:02 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 5.13ms
  2024-10-25 21:44:02 /assets/vendor/quill/quill.snow.css .................................................. ~ 0.56ms
  2024-10-25 21:44:02 /assets/vendor/quill/quill.bubble.css ................................................ ~ 0.52ms
  2024-10-25 21:44:02 /assets/vendor/remixicon/remixicon.css ............................................... ~ 3.46ms
  2024-10-25 21:44:02 /assets/vendor/simple-datatables/style.css ........................................... ~ 8.18ms
  2024-10-25 21:44:02 /assets/css/style.css ............................................................... ~ 10.17ms
  2024-10-25 21:44:02 /assets/img/au_logo.jpg .............................................................. ~ 0.47ms
  2024-10-25 21:44:02 /assets/img/profile-img.jpg .......................................................... ~ 2.43ms
  2024-10-25 21:44:02 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.48ms
  2024-10-25 21:44:02 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 5.06ms
  2024-10-25 21:44:02 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.55ms
  2024-10-25 21:44:02 /assets/vendor/quill/quill.js ........................................................ ~ 0.44ms
  2024-10-25 21:44:02 /assets/vendor/echarts/echarts.min.js ................................................ ~ 5.25ms
  2024-10-25 21:44:02 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 4.94ms
  2024-10-25 21:44:02 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.43ms
  2024-10-25 21:44:02 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.55ms
  2024-10-25 21:44:02 /assets/js/main.js ................................................................... ~ 3.06ms
  2024-10-25 21:44:02 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 0.44ms
  2024-10-25 21:44:02 /assets/img/logo.png ................................................................. ~ 0.87ms
  2024-10-25 21:44:03 /buy-admission/2 ......................................................................... ~ 1s
  2024-10-25 21:44:04 ...................................................................................... ~ 1m 19s
  2024-10-25 21:45:23 /buy-admission/2 ......................................................................... ~ 1s
  2024-10-25 21:45:23 ...................................................................................... ~ 1m 27s
  2024-10-25 21:46:51 /buy-admission/2 ......................................................................... ~ 1s
  2024-10-25 21:46:51 /buy-admission/2 ........................................................................ ~ 22s
  2024-10-25 21:47:13 /buy-admission/2 ........................................................................ ~ 34s
  2024-10-25 21:47:46 /buy-admission/2 ........................................................................ ~ 36s
  2024-10-25 21:48:22 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 513.22ms
  2024-10-25 21:48:22 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 2.88ms
  2024-10-25 21:48:22 /assets/vendor/quill/quill.snow.css .................................................. ~ 4.95ms
  2024-10-25 21:48:22 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 7.63ms
  2024-10-25 21:48:22 /assets/vendor/quill/quill.bubble.css ............................................... ~ 12.58ms
  2024-10-25 21:48:22 /assets/vendor/remixicon/remixicon.css .............................................. ~ 13.24ms
  2024-10-25 21:48:22 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.62ms
  2024-10-25 21:48:22 /assets/css/style.css ................................................................ ~ 2.98ms
  2024-10-25 21:48:22 /assets/img/au_logo.jpg .............................................................. ~ 0.53ms
  2024-10-25 21:48:22 /assets/img/profile-img.jpg .......................................................... ~ 1.05ms
  2024-10-25 21:48:22 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 6.59ms
  2024-10-25 21:48:22 /assets/vendor/apexcharts/apexcharts.min.js ......................................... ~ 11.36ms
  2024-10-25 21:48:22 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 9.57ms
  2024-10-25 21:48:22 /assets/vendor/echarts/echarts.min.js .............................................. ~ 111.76ms
  2024-10-25 21:48:22 /assets/vendor/quill/quill.js ........................................................ ~ 0.47ms
  2024-10-25 21:48:22 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 3.28ms
  2024-10-25 21:48:22 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 2.47ms
  2024-10-25 21:48:22 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.49ms
  2024-10-25 21:48:22 /assets/js/main.js ................................................................... ~ 0.40ms
  2024-10-25 21:48:22 /assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?dd67030699838ea613ee6dbda90effa6  ~ 1.74ms
  2024-10-25 21:48:23 /assets/img/logo.png ................................................................. ~ 0.61ms
  2024-10-25 21:48:30 /buy-admission/2 ................................................................... ~ 500.93ms
  2024-10-25 21:48:30 /assets/vendor/bootstrap/css/bootstrap.min.css ..................................... ~ 595.22ms
  2024-10-25 21:48:31 /assets/vendor/bootstrap-icons/bootstrap-icons.css ................................... ~ 2.45ms
  2024-10-25 21:48:31 /assets/vendor/boxicons/css/boxicons.min.css ......................................... ~ 0.59ms
  2024-10-25 21:48:31 /assets/vendor/quill/quill.snow.css .................................................. ~ 0.45ms
  2024-10-25 21:48:31 /assets/vendor/quill/quill.bubble.css ................................................ ~ 2.61ms
  2024-10-25 21:48:31 /assets/vendor/remixicon/remixicon.css ............................................... ~ 2.70ms
  2024-10-25 21:48:31 /assets/vendor/simple-datatables/style.css ........................................... ~ 0.42ms
  2024-10-25 21:48:31 /assets/css/style.css ................................................................ ~ 2.60ms
  2024-10-25 21:48:31 /assets/img/au_logo.jpg .............................................................. ~ 0.48ms
  2024-10-25 21:48:31 /assets/img/profile-img.jpg .......................................................... ~ 3.55ms
  2024-10-25 21:48:31 /assets/vendor/apexcharts/apexcharts.min.js .......................................... ~ 0.44ms
  2024-10-25 21:48:31 /assets/vendor/bootstrap/js/bootstrap.bundle.min.js .................................. ~ 2.03ms
  2024-10-25 21:48:31 /assets/vendor/chart.js/chart.umd.js ................................................. ~ 0.39ms
  2024-10-25 21:48:31 /assets/vendor/echarts/echarts.min.js ................................................ ~ 2.02ms
  2024-10-25 21:48:31 /assets/vendor/quill/quill.js ........................................................ ~ 1.95ms
  2024-10-25 21:48:31 /assets/vendor/simple-datatables/simple-datatables.js ................................ ~ 0.82ms
  2024-10-25 21:48:31 /assets/vendor/tinymce/tinymce.min.js ................................................ ~ 0.35ms
  2024-10-25 21:48:31 /assets/vendor/php-email-form/validate.js ............................................ ~ 0.40ms
  2024-10-25 21:48:31 /assets/js/main.js ................................................................... ~ 2.00ms
